"V1","V2","V3","V4","V5","V6"
-1,-1.6702007370775,-0.723775358289767,-1.92836490070194,-2,-3
-0.988412291919313,-0.732478985643247,-0.601752600082463,-1.92836490070194,-1.41376153459334,-2.14231735969144
-0.359620304354789,-0.0798125615109145,-0.583894064222134,-1.31273790583514,-0.931418256010365,-0.678821313589113
0.697760307789803,0.410108498255527,-0.321671361191727,-1.31273790583514,-0.697519359435119,-0.417460848442972
1.70562848124976,0.410108498255527,-0.321671361191727,0.336815473241864,-0.697519359435119,-0.177655747229047
2.2053298151258,0.70577626551216,-0.321671361191727,0.336815473241864,-0.309473922890678,-0.177655747229047
2.45477919034554,0.70577626551216,-0.321671361191727,0.336815473241864,0.929059249734846,-0.177233487425038
2.63073229996574,1.13522036200627,-0.321671361191727,0.336815473241864,1.21149884948017,-0.177233487425038
2.63073229996574,1.06938046794854,-0.321671361191727,0.791360576704778,1.21149884948017,-0.177233487425038
2.63073229996574,1.06938046794854,0.563096679716524,0.953869820356859,1.21149884948017,0.169852153817146
2.63073229996574,0.976260569684438,0.563096679716524,0.953869820356859,1.21149884948017,0.230898322012332
2.63073229996574,0.976260569684438,0.563096679716524,0.953869820356859,2.38538005514548,0.230898322012332
3.06516793791297,0.976260569684438,0.563096679716524,0.953869820356859,2.38538005514548,0.230898322012332
3.06516793791297,0.976260569684438,1.21670151257787,0.953869820356859,2.38538005514548,0.230898322012332
2.74805870014359,1.11490676233874,1.91586173958753,1.67007927563463,2.38538005514548,0.841984448561992
2.74805870014359,1.11490676233874,1.91586173958753,1.67007927563463,2.38538005514548,0.841984448561992
2.71911609797541,1.11490676233874,1.94058218341778,1.96214628007663,2.45021172338529,0.841984448561992
2.71911609797541,1.11490676233874,1.94058218341778,2.01761563105512,2.45021172338529,0.841984448561992
2.71911609797541,1.11490676233874,1.94058218341778,1.93936601118203,2.45021172338529,0.841984448561992
3.04629104223578,1.11490676233874,1.94058218341778,1.93936601118203,2.45021172338529,1.17128820412589
3.04629104223578,1.11490676233874,2.1016480782357,1.93936601118203,2.45021172338529,1.17128820412589
3.0425113862068,1.11490676233874,2.1016480782357,1.93936601118203,2.45021172338529,1.17128820412589
3.0425113862068,1.11490676233874,2.1016480782357,1.93936601118203,2.45021172338529,1.17128820412589
3.25585389333306,1.11490676233874,2.1016480782357,2.10968668358394,2.45021172338529,1.17128820412589
3.14584851721225,1.11490676233874,2.1016480782357,2.246560433801,2.45021172338529,1.17128820412589
3.38258574799337,1.11490676233874,2.1016480782357,2.246560433801,2.45021172338529,1.21448882460504
3.38258574799337,1.11490676233874,2.1016480782357,2.246560433801,2.45021172338529,1.21448882460504
3.38258574799337,1.11490676233874,2.1016480782357,2.246560433801,2.45021172338529,1.21448882460504
3.38258574799337,1.39776598796294,2.1016480782357,2.246560433801,2.55505893058319,1.21448882460504
3.38258574799337,1.39776598796294,2.1016480782357,2.246560433801,2.55505893058319,1.21448882460504
3.33479904426629,1.39776598796294,2.1016480782357,2.246560433801,2.55505893058319,1.50928226460963
3.33479904426629,1.39776598796294,2.1016480782357,2.246560433801,2.55505893058319,1.50928226460963
3.33479904426629,1.39776598796294,2.1016480782357,2.246560433801,2.68290440773627,1.50928226460963
3.31156105320331,1.39776598796294,2.1016480782357,2.246560433801,2.68290440773627,1.50928226460963
3.31156105320331,1.39776598796294,2.29933327196894,2.246560433801,2.68290440773627,1.50928226460963
3.31156105320331,1.39776598796294,2.29933327196894,2.246560433801,2.68290440773627,1.50928226460963
3.31156105320331,1.39776598796294,2.29933327196894,2.3881944850446,2.68290440773627,1.50928226460963
3.31156105320331,1.39776598796294,2.29933327196894,2.3881944850446,2.68290440773627,1.50928226460963
3.31156105320331,1.49507903093672,2.29933327196894,2.4896805573279,2.68290440773627,1.59219016877723
3.31156105320331,1.49507903093672,2.29933327196894,2.4896805573279,2.68290440773627,1.59219016877723
3.31156105320331,1.49507903093672,2.29933327196894,2.42210672108296,2.68290440773627,1.59219016877723
3.49047601434396,1.49507903093672,2.29933327196894,2.42210672108296,2.68290440773627,1.59219016877723
3.49047601434396,1.49507903093672,2.29933327196894,2.42210672108296,2.68290440773627,1.59219016877723
3.49047601434396,1.49507903093672,2.29933327196894,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.49507903093672,2.17136579543199,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.49507903093672,2.17136579543199,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.56251210184163,2.47231147209597,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.63589345993616,2.5883220070511,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.63589345993616,2.5883220070511,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.63589345993616,2.5883220070511,2.43065780834669,2.68290440773627,1.59219016877723
3.49047601434396,1.63589345993616,2.5883220070511,2.51672840628248,2.68290440773627,1.59219016877723
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.74723763185823,1.59219016877723
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.74723763185823,1.59219016877723
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.74723763185823,1.59219016877723
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.73425512119917,1.91422681520299
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.73425512119917,1.91422681520299
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.73425512119917,1.91422681520299
3.49047601434396,1.61475231274554,2.5883220070511,2.51672840628248,2.73425512119917,1.91422681520299
3.37885611993897,1.61475231274554,2.5883220070511,2.51672840628248,2.73425512119917,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.51672840628248,2.73425512119917,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.51672840628248,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.51672840628248,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.37086922437878,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.61475231274554,2.5883220070511,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.61475231274554,2.79798108490894,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.76767134563854,2.79798108490894,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.76767134563854,2.79798108490894,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.76767134563854,2.79798108490894,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.76767134563854,2.79798108490894,2.71476423039754,2.73973113811418,1.91422681520299
3.41574848136316,1.76767134563854,2.79798108490894,3.06167869329699,2.73973113811418,1.92038043244123
3.41574848136316,1.76767134563854,2.79798108490894,3.06167869329699,2.73973113811418,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,3.06167869329699,2.73973113811418,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,2.90501422769424,2.73973113811418,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,2.90501422769424,2.73973113811418,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,2.90501422769424,2.87036943644,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,2.90501422769424,2.73774652540864,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,2.682969757322,2.73774652540864,1.92038043244123
3.41574848136316,1.69064069980128,2.79798108490894,2.682969757322,2.73774652540864,1.92038043244123
3.39017618694368,1.88984993867846,2.79798108490894,2.682969757322,2.73774652540864,1.92038043244123
3.39017618694368,1.88984993867846,2.79798108490894,2.682969757322,2.73774652540864,1.92038043244123
3.39017618694368,1.88984993867846,2.79798108490894,2.86132114749733,2.73774652540864,1.92038043244123
3.39017618694368,1.88984993867846,2.79798108490894,2.86132114749733,2.73774652540864,1.92038043244123
3.39384494712025,1.88984993867846,2.79798108490894,2.86132114749733,2.73774652540864,1.92038043244123
3.26992868129349,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.26992868129349,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.47349845014496,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.47349845014496,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.47349845014496,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.50065673383906,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.50065673383906,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.50065673383906,1.88984993867846,2.79798108490894,2.89793183029151,2.73774652540864,1.92038043244123
3.50065673383906,1.88984993867846,2.85869093369179,2.89793183029151,2.73774652540864,1.92038043244123
3.50065673383906,1.88984993867846,2.85869093369179,2.89793183029151,2.73774652540864,1.92038043244123
3.50065673383906,1.88984993867846,2.78601560563646,2.89793183029151,2.73774652540864,1.69794590430748
3.36707501102244,1.88984993867846,2.78601560563646,2.89793183029151,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.89793183029151,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.89793183029151,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.89793183029151,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.89793183029151,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.79146456509674,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.87905202870886,2.59794486181971,1.69794590430748
3.69123247109627,1.88984993867846,2.78601560563646,2.87905202870886,2.59794486181971,1.86190025020959
3.675241281385,1.88984993867846,2.78601560563646,2.95979995944168,2.59794486181971,1.86190025020959
3.675241281385,1.88984993867846,2.78601560563646,2.95979995944168,2.59794486181971,1.86190025020959
3.675241281385,1.88984993867846,2.78601560563646,2.95979995944168,2.59794486181971,1.86190025020959
3.675241281385,1.88984993867846,2.78601560563646,2.95979995944168,2.59794486181971,1.78576076405066
3.675241281385,1.88984993867846,2.78601560563646,2.95979995944168,2.59794486181971,1.78576076405066
3.675241281385,1.88984993867846,2.78601560563646,3.18933535660233,2.59794486181971,1.78576076405066
3.675241281385,1.88984993867846,2.78601560563646,3.18933535660233,2.59794486181971,1.78576076405066
3.675241281385,1.88984993867846,2.78601560563646,3.18933535660233,2.59794486181971,1.78576076405066
3.675241281385,1.88984993867846,2.78601560563646,3.18933535660233,2.59794486181971,1.78576076405066
3.675241281385,1.88984993867846,2.78601560563646,3.18933535660233,2.59794486181971,1.78576076405066
3.94474785120532,1.88984993867846,2.78601560563646,3.18933535660233,2.59794486181971,1.78576076405066
3.94474785120532,1.88984993867846,2.78601560563646,3.14393420992478,2.59794486181971,1.78576076405066
3.94474785120532,1.78632720115754,2.78601560563646,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.78601560563646,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.68879271078877,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.68879271078877,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.68879271078877,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.68879271078877,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.68879271078877,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.68879271078877,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.80464986886343,3.14393420992478,2.57075824278525,1.78576076405066
3.94474785120532,1.78632720115754,2.80464986886343,3.14393420992478,2.57075824278525,1.78576076405066
